Time_s,Force_Ref_N,Force_Normal_N,Force_Total_N,Force_Shear_N,Motor1_pos_deg,Motor2_pos_deg,k_scalar
0.0500,0.5000,0.792020,0.884029,0.392697,49.0430,42.5391,0.498684
0.0511,0.5000,0.792020,0.884029,0.392697,49.0430,42.5391,0.498654
0.0522,0.5000,0.792020,0.884029,0.392697,49.0430,42.5391,0.498625
0.0533,0.5000,0.792020,0.884029,0.392697,49.0430,42.4512,0.498596
0.0545,0.5000,0.792020,0.884029,0.392697,49.0430,42.4512,0.498567
0.0556,0.5000,0.792020,0.884029,0.392697,49.0430,42.4512,0.498538
0.0567,0.5000,0.792020,0.884029,0.392697,49.0430,42.4512,0.498508
0.0578,0.5000,0.792020,0.884029,0.392697,49.0430,42.4512,0.498479
0.0589,0.5000,0.792020,0.884029,0.392697,49.0430,42.4512,0.498450
0.0600,0.5000,0.792020,0.884029,0.392697,49.0430,42.4512,0.498421
0.0611,0.5000,0.792020,0.884029,0.392697,49.0430,42.5391,0.498392
0.0622,0.5000,0.792020,0.884029,0.392697,49.0430,42.5391,0.498362
0.0633,0.5000,0.792020,0.884029,0.392697,49.0430,42.5391,0.498333
0.0645,0.5000,0.792020,0.884029,0.392697,49.0430,42.5391,0.498304
0.0656,0.5000,0.792020,0.884029,0.392697,49.0430,42.5391,0.498275
0.0667,0.5000,0.792020,0.884029,0.392697,48.9551,42.6270,0.498246
0.0678,0.5000,0.792020,0.884029,0.392697,48.9551,42.6270,0.498216
0.0689,0.5000,0.792020,0.884029,0.392697,48.9551,42.7148,0.498187
0.0700,0.5000,0.792020,0.884029,0.392697,48.9551,42.8027,0.498158
0.0711,0.5000,0.792020,0.884029,0.392697,48.9551,42.8906,0.498129
0.0725,0.5000,0.792020,0.884029,0.392697,48.9551,42.9785,0.498100
0.0734,0.5000,0.792020,0.884029,0.392697,48.9551,43.0664,0.498070
0.0745,0.5000,0.792020,0.884029,0.392697,48.9551,43.1543,0.498041
0.0756,0.5000,0.792020,0.884029,0.392697,48.9551,43.2422,0.498012
0.0767,0.5000,0.792020,0.884029,0.392697,48.9551,43.2422,0.497983
0.0778,0.5000,0.792020,0.884029,0.392697,48.9551,43.3301,0.497954
0.0789,0.5000,0.792020,0.884029,0.392697,48.9551,43.4180,0.497924
0.0801,0.5000,0.792020,0.884029,0.392697,48.8672,43.5937,0.497895
0.0811,0.5000,0.792020,0.884029,0.392697,48.8672,43.7695,0.497866
0.0822,0.5000,0.792020,0.884029,0.392697,48.8672,43.8574,0.497837
0.0834,0.5000,0.792020,0.884029,0.392697,48.8672,43.8574,0.497808
0.0845,0.5000,0.792020,0.884029,0.392697,48.8672,43.9453,0.497778
0.0856,0.5000,0.792020,0.884029,0.392697,48.8672,44.0332,0.497749
0.0868,0.5000,0.792020,0.884029,0.392697,48.8672,44.0332,0.497720
0.0880,0.5000,0.792020,0.884029,0.392697,48.8672,44.1211,0.497691
0.0889,0.5000,0.792020,0.884029,0.392697,48.8672,44.2090,0.497662
0.0906,0.5000,0.792020,0.884029,0.392697,48.8672,44.2969,0.497632
0.0911,0.5000,0.792020,0.884029,0.392697,48.8672,44.2969,0.497603
0.0926,0.5000,0.792020,0.884029,0.392697,48.8672,44.3848,0.497574
0.0934,0.5000,0.792020,0.884029,0.392697,48.8672,44.3848,0.497545
0.0945,0.5000,0.792020,0.884029,0.392697,48.8672,44.3848,0.497516
0.0958,0.5000,0.792020,0.884029,0.392697,48.8672,44.4727,0.497486
0.0967,0.5000,0.792020,0.884029,0.392697,48.8672,44.4727,0.497457
0.0978,0.5000,0.792020,0.884029,0.392697,48.8672,44.4727,0.497428
0.0989,0.5000,0.792020,0.884029,0.392697,48.8672,44.5605,0.497399
0.1001,0.5000,0.792020,0.884029,0.392697,48.8672,44.5605,0.497370
0.1012,0.5000,0.792020,0.884029,0.392697,48.8672,44.5605,0.497340
0.1022,0.5000,0.792020,0.884029,0.392697,48.8672,44.5605,0.497311
0.1033,0.5000,0.792020,0.884029,0.392697,48.8672,44.5605,0.497282
0.1045,0.5000,0.792020,0.884029,0.392697,48.8672,44.5605,0.497253
0.1056,0.5000,0.792020,0.884029,0.392697,48.8672,44.5605,0.497224
0.1067,0.5000,0.792020,0.884029,0.392697,48.8672,44.5605,0.497194
0.1078,0.5000,0.792020,0.884029,0.392697,48.8672,44.5605,0.497165
0.1089,0.5000,0.792020,0.884029,0.392697,48.8672,44.5605,0.497136
0.1100,0.5000,0.792020,0.884029,0.392697,48.8672,44.4727,0.497107
0.1111,0.5000,0.792020,0.884029,0.392697,48.8672,44.4727,0.497078
0.1127,0.5000,0.792020,0.884029,0.392697,48.8672,44.4727,0.497048
0.1134,0.5000,0.792020,0.884029,0.392697,48.8672,44.4727,0.497019
0.1145,0.5000,0.792020,0.884029,0.392697,48.8672,44.4727,0.496990
0.1158,0.5000,0.792020,0.884029,0.392697,48.8672,44.4727,0.496961
0.1168,0.5000,0.792020,0.884029,0.392697,48.8672,44.4727,0.496932
0.1178,0.5000,0.792020,0.884029,0.392697,48.8672,44.4727,0.496902
0.1193,0.5000,0.792600,0.884212,0.391938,48.8672,44.3848,0.496873
0.1201,0.5000,0.792600,0.884212,0.391938,48.8672,44.3848,0.496844
0.1216,0.5000,0.792600,0.884212,0.391938,48.8672,44.3848,0.496815
0.1222,0.5000,0.792600,0.884212,0.391938,48.8672,44.3848,0.496785
0.1235,0.5000,0.792600,0.884212,0.391938,48.8672,44.2969,0.496756
0.1247,0.5000,0.792600,0.884212,0.391938,48.8672,44.2969,0.496727
0.1256,0.5000,0.792600,0.884212,0.391938,48.8672,44.2969,0.496698
0.1268,0.5000,0.792600,0.884212,0.391938,48.9551,44.2969,0.496668
0.1280,0.5000,0.792600,0.884212,0.391938,48.9551,44.2090,0.496639
0.1289,0.5000,0.792600,0.884212,0.391938,48.9551,44.2090,0.496610
0.1306,0.5000,0.792600,0.884212,0.391938,49.1309,44.2090,0.496581
0.1312,0.5000,0.792600,0.884212,0.391938,49.2188,44.2090,0.496551
0.1326,0.5000,0.792600,0.884212,0.391938,49.2188,44.1211,0.496522
0.1334,0.5000,0.792600,0.884212,0.391938,49.3066,44.1211,0.496493
0.1345,0.5000,0.792600,0.884212,0.391938,49.3945,44.1211,0.496463
0.1358,0.5000,0.792600,0.884212,0.391938,49.4824,44.0332,0.496434
0.1367,0.5000,0.792600,0.884212,0.391938,49.5703,44.0332,0.496405
0.1378,0.5000,0.792600,0.884212,0.391938,49.7461,44.0332,0.496376
0.1389,0.5000,0.792600,0.884212,0.391938,49.8340,44.0332,0.496346
0.1400,0.5000,0.792600,0.884212,0.391938,50.0098,43.9453,0.496317
0.1411,0.5000,0.792600,0.884212,0.391938,50.0977,43.9453,0.496288
0.1422,0.5000,0.792600,0.884212,0.391938,50.2734,43.9453,0.496259
0.1433,0.5000,0.792600,0.884212,0.391938,50.3613,43.9453,0.496229
0.1445,0.5000,0.792600,0.884212,0.391938,50.4492,43.8574,0.496200
0.1456,0.5000,0.792600,0.884212,0.391938,50.5371,43.8574,0.496171
0.1467,0.5000,0.792600,0.884212,0.391938,50.6250,43.8574,0.496142
0.1478,0.5000,0.792600,0.884212,0.391938,50.8008,43.8574,0.496112
0.1489,0.5000,0.792600,0.884212,0.391938,50.8887,43.8574,0.496083
0.1500,0.5000,0.792600,0.884212,0.391938,51.0645,43.8574,0.496054
0.1511,0.5000,0.792600,0.884212,0.391938,51.1523,43.7695,0.496025
0.1522,0.5000,0.792600,0.884212,0.391938,51.2402,43.7695,0.495995
0.1533,0.5000,0.792600,0.884212,0.391938,51.3281,43.7695,0.495966
0.1545,0.5000,0.792600,0.884212,0.391938,51.4160,43.7695,0.495937
0.1556,0.5000,0.792600,0.884212,0.391938,51.5039,43.7695,0.495908
0.1567,0.5000,0.792600,0.884212,0.391938,51.5918,43.7695,0.495878
0.1578,0.5000,0.792600,0.884212,0.391938,51.6797,43.7695,0.495849
0.1589,0.5000,0.792600,0.884212,0.391938,51.7676,43.5937,0.495820
0.1600,0.5000,0.792600,0.884212,0.391938,51.8555,43.5937,0.495790
0.1611,0.5000,0.792600,0.884212,0.391938,51.9434,43.5937,0.495761
0.1622,0.5000,0.792600,0.884212,0.391938,52.0313,43.5937,0.495732
0.1633,0.5000,0.792600,0.884212,0.391938,52.0313,43.5937,0.495703
0.1645,0.5000,0.792600,0.884212,0.391938,52.1191,43.5937,0.495673
0.1656,0.5000,0.792600,0.884212,0.391938,52.2070,43.5937,0.495644
0.1667,0.5000,0.792600,0.884212,0.391938,52.2070,43.5937,0.495615
0.1678,0.5000,0.792600,0.884212,0.391938,52.2949,43.5059,0.495586
0.1689,0.5000,0.792600,0.884212,0.391938,52.2949,43.5059,0.495556
0.1700,0.5000,0.792600,0.884212,0.391938,52.3828,43.5059,0.495527
0.1711,0.5000,0.792600,0.884212,0.391938,52.4707,43.5059,0.495498
0.1722,0.5000,0.792600,0.884212,0.391938,52.4707,43.5059,0.495469
0.1733,0.5000,0.792600,0.884212,0.391938,52.4707,43.5059,0.495439
0.1745,0.5000,0.792600,0.884212,0.391938,52.4707,43.4180,0.495410
0.1756,0.5000,0.792600,0.884212,0.391938,52.5586,43.5059,0.495381
0.1767,0.5000,0.792600,0.884212,0.391938,52.5586,43.4180,0.495352
0.1778,0.5000,0.792600,0.884212,0.391938,52.5586,43.4180,0.495322
0.1789,0.5000,0.792600,0.884212,0.391938,52.6465,43.4180,0.495293
0.1800,0.5000,0.792600,0.884212,0.391938,52.6465,43.4180,0.495264
0.1811,0.5000,0.792600,0.884212,0.391938,52.6465,43.4180,0.495235
0.1822,0.5000,0.792600,0.884212,0.391938,52.6465,43.4180,0.495205
0.1833,0.5000,0.792600,0.884212,0.391938,52.6465,43.4180,0.495176
0.1845,0.5000,0.792600,0.884212,0.391938,52.6465,43.4180,0.495147
0.1856,0.5000,0.792600,0.884212,0.391938,52.6465,43.4180,0.495118
0.1867,0.5000,0.792600,0.884212,0.391938,52.6465,43.3301,0.495088
0.1878,0.5000,0.792600,0.884212,0.391938,52.6465,43.3301,0.495059
0.1889,0.5000,0.792600,0.884212,0.391938,52.6465,43.3301,0.495030
0.1900,0.5000,0.792600,0.884212,0.391938,52.6465,43.3301,0.495000
0.1911,0.5000,0.792600,0.884212,0.391938,52.6465,43.3301,0.494971
0.1922,0.5000,0.792600,0.884212,0.391938,52.5586,43.3301,0.494942
0.1933,0.5000,0.792600,0.884212,0.391938,52.5586,43.3301,0.494913
0.1945,0.5000,0.792600,0.884212,0.391938,52.5586,43.3301,0.494883
0.1956,0.5000,0.792600,0.884212,0.391938,52.5586,43.3301,0.494854
0.1967,0.5000,0.792600,0.884212,0.391938,52.5586,43.3301,0.494825
0.1978,0.5000,0.792600,0.884212,0.391938,52.4707,43.3301,0.494796
0.1989,0.5000,0.792600,0.884212,0.391938,52.4707,43.3301,0.494766
0.2000,0.5000,0.792600,0.884212,0.391938,52.4707,43.3301,0.494737
0.2011,0.5000,0.792600,0.884212,0.391938,52.4707,43.3301,0.494708
0.2022,0.5000,0.792600,0.884212,0.391938,52.4707,43.3301,0.494679
0.2033,0.5000,0.792600,0.884212,0.391938,52.3828,43.3301,0.494649
0.2044,0.5000,0.792600,0.884212,0.391938,52.3828,43.3301,0.494620
0.2056,0.5000,0.792600,0.884212,0.391938,52.3828,43.3301,0.494591
0.2067,0.5000,0.792600,0.884212,0.391938,52.2949,43.3301,0.494562
0.2078,0.5000,0.792600,0.884212,0.391938,52.2949,43.3301,0.494532
0.2089,0.5000,0.793338,0.885009,0.392244,52.2949,43.3301,0.494503
0.2100,0.5000,0.793338,0.885009,0.392244,52.2070,43.3301,0.494474
0.2111,0.5000,0.793338,0.885009,0.392244,52.2070,43.3301,0.494444
0.2122,0.5000,0.793338,0.885009,0.392244,52.1191,43.3301,0.494415
0.2133,0.5000,0.793338,0.885009,0.392244,52.1191,43.3301,0.494386
0.2145,0.5000,0.793338,0.885009,0.392244,52.1191,43.3301,0.494356
0.2156,0.5000,0.793338,0.885009,0.392244,52.0313,43.3301,0.494327
0.2167,0.5000,0.793338,0.885009,0.392244,52.0313,43.3301,0.494298
0.2178,0.5000,0.793338,0.885009,0.392244,51.9434,43.3301,0.494268
0.2189,0.5000,0.793338,0.885009,0.392244,51.9434,43.3301,0.494239
0.2200,0.5000,0.793338,0.885009,0.392244,51.8555,43.3301,0.494210
0.2211,0.5000,0.793338,0.885009,0.392244,51.8555,43.3301,0.494180
0.2222,0.5000,0.793338,0.885009,0.392244,51.8555,43.3301,0.494151
0.2233,0.5000,0.793338,0.885009,0.392244,51.7676,43.3301,0.494122
0.2245,0.5000,0.793338,0.885009,0.392244,51.7676,43.3301,0.494092
0.2256,0.5000,0.793338,0.885009,0.392244,51.7676,43.3301,0.494063
0.2267,0.5000,0.793338,0.885009,0.392244,51.6797,43.3301,0.494034
0.2278,0.5000,0.793338,0.885009,0.392244,51.6797,43.3301,0.494004
0.2289,0.5000,0.793338,0.885009,0.392244,51.5918,43.3301,0.493975
0.2300,0.5000,0.793338,0.885009,0.392244,51.5039,43.3301,0.493946
0.2311,0.5000,0.793338,0.885009,0.392244,51.5039,43.3301,0.493916
0.2322,0.5000,0.793338,0.885009,0.392244,51.4160,43.3301,0.493887
0.2333,0.5000,0.793338,0.885009,0.392244,51.4160,43.3301,0.493858
0.2345,0.5000,0.793338,0.885009,0.392244,51.4160,43.3301,0.493828
0.2356,0.5000,0.793338,0.885009,0.392244,51.3281,43.4180,0.493799
0.2367,0.5000,0.793338,0.885009,0.392244,51.3281,43.4180,0.493770
0.2378,0.5000,0.793338,0.885009,0.392244,51.2402,43.5059,0.493740
0.2389,0.5000,0.793338,0.885009,0.392244,51.2402,43.5059,0.493711
0.2400,0.5000,0.793338,0.885009,0.392244,51.1523,43.7695,0.493682
0.2411,0.5000,0.793338,0.885009,0.392244,51.0645,43.8574,0.493652
0.2422,0.5000,0.793338,0.885009,0.392244,51.0645,43.8574,0.493623
0.2433,0.5000,0.793338,0.885009,0.392244,50.9766,43.9453,0.493594
0.2445,0.5000,0.793338,0.885009,0.392244,50.9766,44.0332,0.493564
0.2456,0.5000,0.793338,0.885009,0.392244,50.8887,44.1211,0.493535
0.2467,0.5000,0.793338,0.885009,0.392244,50.8887,44.2090,0.493506
0.2478,0.5000,0.793338,0.885009,0.392244,50.8008,44.3848,0.493476
0.2489,0.5000,0.793338,0.885009,0.392244,50.7129,44.4727,0.493447
0.2500,0.5000,0.793338,0.885009,0.392244,50.7129,44.6484,0.493418
0.2511,0.5000,0.793338,0.885009,0.392244,50.6250,44.7363,0.493388
0.2522,0.5000,0.793338,0.885009,0.392244,50.5371,44.8242,0.493359
0.2533,0.5000,0.793338,0.885009,0.392244,50.4492,44.9121,0.493330
0.2545,0.5000,0.793338,0.885009,0.392244,50.4492,45.0000,0.493300
0.2556,0.5000,0.793338,0.885009,0.392244,50.4492,45.1758,0.493271
0.2567,0.5000,0.793338,0.885009,0.392244,50.3613,45.2637,0.493242
0.2578,0.5000,0.793338,0.885009,0.392244,50.2734,45.2637,0.493212
0.2589,0.5000,0.793338,0.885009,0.392244,50.2734,45.3516,0.493183
0.2600,0.5000,0.793338,0.885009,0.392244,50.1855,45.4395,0.493154
0.2611,0.5000,0.793338,0.885009,0.392244,50.0977,45.5273,0.493124
0.2622,0.5000,0.793338,0.885009,0.392244,50.0098,45.6152,0.493095
0.2633,0.5000,0.793338,0.885009,0.392244,50.0098,45.6152,0.493066
0.2645,0.5000,0.793338,0.885009,0.392244,49.9219,45.7031,0.493036
0.2656,0.5000,0.793338,0.885009,0.392244,49.9219,45.7910,0.493007
0.2667,0.5000,0.793338,0.885009,0.392244,49.8340,45.7910,0.492978
0.2678,0.5000,0.793338,0.885009,0.392244,49.8340,45.7910,0.492948
0.2690,0.5000,0.793338,0.885009,0.392244,49.6582,45.8789,0.492919
0.2700,0.5000,0.793338,0.885009,0.392244,49.5703,45.8789,0.492890
0.2711,0.5000,0.793338,0.885009,0.392244,49.5703,45.8789,0.492860
0.2722,0.5000,0.793338,0.885009,0.392244,49.4824,45.8789,0.492831
0.2733,0.5000,0.793338,0.885009,0.392244,49.3945,45.8789,0.492802
0.2745,0.5000,0.793338,0.885009,0.392244,49.3945,45.8789,0.492772
0.2756,0.5000,0.793338,0.885009,0.392244,49.3066,45.8789,0.492743
0.2767,0.5000,0.793338,0.885009,0.392244,49.3066,45.8789,0.492714
0.2778,0.5000,0.793338,0.885009,0.392244,49.2188,45.8789,0.492684
0.2789,0.5000,0.793338,0.885009,0.392244,49.2188,45.8789,0.492655
0.2800,0.5000,0.793338,0.885009,0.392244,49.0430,45.7910,0.492626
0.2811,0.5000,0.793338,0.885009,0.392244,48.9551,45.7910,0.492596
0.2822,0.5000,0.793338,0.885009,0.392244,48.9551,45.7910,0.492567
0.2833,0.5000,0.793338,0.885009,0.392244,48.8672,45.7910,0.492538
0.2845,0.5000,0.793338,0.885009,0.392244,48.7793,45.7031,0.492508
0.2856,0.5000,0.793338,0.885009,0.392244,48.7793,45.7031,0.492479
0.2867,0.5000,0.793338,0.885009,0.392244,48.6914,45.7031,0.492450
0.2878,0.5000,0.793338,0.885009,0.392244,48.6035,45.6152,0.492420
0.2889,0.5000,0.793338,0.885009,0.392244,48.5156,45.6152,0.492391
0.2900,0.5000,0.793338,0.885009,0.392244,48.4277,45.5273,0.492362
0.2911,0.5000,0.793338,0.885009,0.392244,48.3398,45.5273,0.492332
0.2922,0.5000,0.793338,0.885009,0.392244,48.3398,45.5273,0.492303
0.2933,0.5000,0.793338,0.885009,0.392244,48.2520,45.4395,0.492274
0.2945,0.5000,0.793338,0.885009,0.392244,48.1641,45.4395,0.492244
0.2956,0.5000,0.793338,0.885009,0.392244,48.1641,45.3516,0.492215
0.2967,0.5000,0.793338,0.885009,0.392244,47.9883,45.3516,0.492186
0.2978,0.5000,0.793338,0.885009,0.392244,47.9004,45.3516,0.492156
0.2989,0.5000,0.791822,0.883447,0.391785,47.8125,45.2637,0.492127
0.3000,0.5000,0.791822,0.883447,0.391785,47.7246,45.1758,0.492098
0.3011,0.5000,0.791822,0.883447,0.391785,47.6367,45.0000,0.492069
0.3022,0.5000,0.791822,0.883447,0.391785,47.5488,45.0000,0.492040
0.3033,0.5000,0.791822,0.883447,0.391785,47.5488,44.9121,0.492010
0.3045,0.5000,0.791822,0.883447,0.391785,47.4609,44.9121,0.491981
0.3056,0.5000,0.791822,0.883447,0.391785,47.3730,44.8242,0.491952
0.3067,0.5000,0.791822,0.883447,0.391785,47.3730,44.8242,0.491923
0.3078,0.5000,0.791822,0.883447,0.391785,47.2852,44.7363,0.491894
0.3089,0.5000,0.791822,0.883447,0.391785,47.1973,44.6484,0.491864
0.3100,0.5000,0.791822,0.883447,0.391785,47.1094,44.5605,0.491835
0.3111,0.5000,0.791822,0.883447,0.391785,47.0215,44.5605,0.491806
0.3122,0.5000,0.791822,0.883447,0.391785,46.9336,44.4727,0.491777
0.3133,0.5000,0.791822,0.883447,0.391785,46.9336,44.3848,0.491748
0.3145,0.5000,0.791822,0.883447,0.391785,46.8457,44.3848,0.491719
0.3156,0.5000,0.791822,0.883447,0.391785,46.7578,44.2969,0.491689
0.3167,0.5000,0.791822,0.883447,0.391785,46.7578,44.2090,0.491660
0.3178,0.5000,0.791822,0.883447,0.391785,46.6699,44.2090,0.491631
0.3189,0.5000,0.791822,0.883447,0.391785,46.5820,44.1211,0.491602
0.3200,0.5000,0.791822,0.883447,0.391785,46.4941,44.0332,0.491573
0.3211,0.5000,0.791822,0.883447,0.391785,46.4062,43.9453,0.491543
0.3222,0.5000,0.791822,0.883447,0.391785,46.3184,43.8574,0.491514
0.3233,0.5000,0.791822,0.883447,0.391785,46.2305,43.8574,0.491485
0.3245,0.5000,0.791822,0.883447,0.391785,46.2305,43.7695,0.491456
0.3256,0.5000,0.791822,0.883447,0.391785,46.1426,43.5937,0.491427
0.3267,0.5000,0.791822,0.883447,0.391785,46.0547,43.5937,0.491398
0.3278,0.5000,0.791822,0.883447,0.391785,46.0547,43.5059,0.491368
0.3289,0.5000,0.791822,0.883447,0.391785,45.9668,43.4180,0.491339
0.3300,0.5000,0.791822,0.883447,0.391785,45.8789,43.3301,0.491310
0.3311,0.5000,0.791822,0.883447,0.391785,45.7910,43.2422,0.491281
0.3322,0.5000,0.791822,0.883447,0.391785,45.7031,43.2422,0.491252
0.3333,0.5000,0.791822,0.883447,0.391785,45.6152,43.1543,0.491222
0.3345,0.5000,0.791822,0.883447,0.391785,45.6152,43.0664,0.491193
0.3356,0.5000,0.791822,0.883447,0.391785,45.5273,42.9785,0.491164
0.3367,0.5000,0.791822,0.883447,0.391785,45.5273,42.9785,0.491135
0.3378,0.5000,0.791822,0.883447,0.391785,45.4395,42.8906,0.491106
0.3389,0.5000,0.791822,0.883447,0.391785,45.3516,42.8906,0.491077
0.3400,0.5000,0.791822,0.883447,0.391785,45.2637,42.7148,0.491047
0.3411,0.5000,0.791822,0.883447,0.391785,45.1758,42.7148,0.491018
0.3422,0.5000,0.791822,0.883447,0.391785,45.0879,42.6270,0.490989
0.3433,0.5000,0.791822,0.883447,0.391785,45.0879,42.5391,0.490960
0.3445,0.5000,0.791822,0.883447,0.391785,45.0000,42.5391,0.490931
0.3456,0.5000,0.791822,0.883447,0.391785,44.9121,42.4512,0.490901
0.3467,0.5000,0.791822,0.883447,0.391785,44.9121,42.4512,0.490872
0.3478,0.5000,0.791822,0.883447,0.391785,44.8242,42.3633,0.490843
0.3490,0.5000,0.791822,0.883447,0.391785,44.7363,42.1875,0.490814
0.3500,0.5000,0.791822,0.883447,0.391785,44.6484,42.0996,0.490785
0.3511,0.5000,0.791822,0.883447,0.391785,44.5605,42.0117,0.490756
0.3522,0.5000,0.791822,0.883447,0.391785,44.5605,42.0117,0.490726
0.3533,0.5000,0.791822,0.883447,0.391785,44.4727,41.9238,0.490697
0.3545,0.5000,0.791822,0.883447,0.391785,44.4727,41.9238,0.490668
0.3556,0.5000,0.791822,0.883447,0.391785,44.3848,41.8359,0.490639
0.3567,0.5000,0.791822,0.883447,0.391785,44.3848,41.8359,0.490610
0.3578,0.5000,0.791822,0.883447,0.391785,44.2969,41.7480,0.490580
0.3588,0.5000,0.791822,0.883447,0.391785,44.2969,41.7480,0.490551
0.3600,0.5000,0.791822,0.883447,0.391785,44.1211,41.6602,0.490522
0.3611,0.5000,0.791822,0.883447,0.391785,44.0332,41.5723,0.490493
0.3622,0.5000,0.791822,0.883447,0.391785,44.0332,41.5723,0.490464
0.3633,0.5000,0.791822,0.883447,0.391785,43.9453,41.4844,0.490435
0.3645,0.5000,0.791822,0.883447,0.391785,43.9453,41.4844,0.490405
0.3656,0.5000,0.791822,0.883447,0.391785,43.8574,41.4844,0.490376
0.3667,0.5000,0.791822,0.883447,0.391785,43.8574,41.3965,0.490347
0.3678,0.5000,0.791822,0.883447,0.391785,43.7695,41.3965,0.490318
0.3689,0.5000,0.791822,0.883447,0.391785,43.6816,41.3086,0.490289
0.3700,0.5000,0.791822,0.883447,0.391785,43.6816,41.3086,0.490259
0.3711,0.5000,0.791822,0.883447,0.391785,43.5937,41.2207,0.490230
0.3722,0.5000,0.791822,0.883447,0.391785,43.5937,41.2207,0.490201
0.3733,0.5000,0.791822,0.883447,0.391785,43.5059,41.2207,0.490172
0.3745,0.5000,0.791822,0.883447,0.391785,43.4180,41.2207,0.490143
0.3756,0.5000,0.791822,0.883447,0.391785,43.4180,41.1328,0.490114
0.3767,0.5000,0.791822,0.883447,0.391785,43.3301,41.1328,0.490084
0.3778,0.5000,0.791822,0.883447,0.391785,43.2422,41.1328,0.490055
0.3789,0.5000,0.791822,0.883447,0.391785,43.2422,41.0449,0.490026
0.3801,0.5000,0.791822,0.883447,0.391785,43.1543,41.0449,0.489997
0.3811,0.5000,0.791822,0.883447,0.391785,43.1543,41.0449,0.489968
0.3822,0.5000,0.791822,0.883447,0.391785,43.0664,41.0449,0.489938
0.3833,0.5000,0.791822,0.883447,0.391785,42.9785,41.0449,0.489909
0.3845,0.5000,0.791822,0.883447,0.391785,42.9785,41.0449,0.489880
